Title,Title_URL,Rating,Date,Position,Status,Location,View7,View8,View9,View10,helpfulness
Great company,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW70612589.htm,4.0,"Oct 29, 2022",Workplace Planning Consultant I,Current Employee,"Westlake, TX",Pros,Bonus Profit sharing at the end of year,Cons,Doing the same thing over and over again,
Great Company and Benefits- Pay is Just OK,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW69685230.htm,4.0,"Oct 2, 2022",Financial Advisor,Current Employee,,Pros,Retirement benefits are incredible.  Good ethics.,Cons,"Hard to move within company, lots of office politics.  Sometimes more about who you know than qualifications or skills.",
Amazing culture and benefits,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW69526185.htm,5.0,"Sep 27, 2022",Summer Investment Intern,"Former Employee, less than 1 year","Boston, MA",Pros,-Great access to senior leaders - Amazing support / infrastructure for investment professionals - Learning experience from top portfolio managers,Cons,- could at times feel that there is not enough work to do for interns,
Lots of growth opportunities,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW67403215.htm,4.0,"Aug 1, 2022",Customer Care Representative,Current Employee,,Pros,"I owe Fidelity my licensing, my professional career, everything I know! I plan on retiring with them at this rate.",Cons,"They have shown their true colors lately from a sustainability/employee advocacy standpoint. They need to walk the walk, especially in showing support for their women / LGBT associates. Chalking up their anti-climate practices to ""regular ol conflict of interest"" isn't cutting it either.",1
Not what you think,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW61710311.htm,2.0,"Mar 24, 2022",Customer Relationship Advocate,"Former Employee, more than 1 year",,Pros,Company will provide additional supplemental income like retention bonuses because they know the job is tough,Cons,"Took this job straight out of college thinking I’d be able to move up quickly. But pretty much anything you’ll move into will be another phone role. If you’re looking to move into leadership, don’t bother, they look for mostly outside experience which I literally heard from the mouth of one of the higher-ups. 
Call center work, boring, monotonous, mind-numbing, especially if you WFH and take back-to-back calls for 8 hours a day. I found myself being cursed out, threatened, called incompetent, a criminal, etc by clients which only made it worse",2
"It's a great place to work, and work you will",https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW62377152.htm,4.0,"Apr 6, 2022","Director, Product Management","Former Employee, more than 5 years","Merrimack, NH",Pros,"Benefits, Benefits, Benefits - across the board best company to work for regarding benefits. (401(k) +matching, profit sharing, bonuses, etc.)
The company has a real culture that makes you truly feel part of the company.
Good focus on inclusion and overall work environment.
They care about the success and retention of their employees
Career growth opportunities",Cons,"Work/Life balance can be tough with a high pace and even higher expectations
Big company with a big hierarchy
Success is overly dependent on intracompany relationships often grounded with tenure in the company
While extending your career and experience is highly encouraged, transitions and upward mobility can be challenging.",
"Loves the company, not so much the job",https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW68975517.htm,5.0,"Sep 12, 2022",Customer Relations Advocate,"Former Employee, less than 1 year",,Pros,"Great pay, amazing people, and amazing culture",Cons,The job functions just wasn't for me. I didn't like answering phones all day and getting yelled at for the market going down but Fidelity as a company is amazing,
Great Company,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW69569872.htm,4.0,"Sep 28, 2022",Anonymous Employee,"Current Employee, more than 3 years",,Pros,Great company and great benefits,Cons,Pay could be a lot better and they aren't as transparent about promotions in the branch,
"Great Company, but not if you work in HR/Talent Acquisition",https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW55272169.htm,2.0,"Nov 12, 2021",Talent Acquisition Consultant,"Former Employee, less than 1 year","Merrimack, NH",Pros,"-Benefits
-Freindly Co Workers 
-Reputable Company",Cons,"-Management was always hard pressed on numbers. You could be conducting 1 hour screens with 25 candidates (which was the set goal each week) and they would still tell you that you need to push out more.
-Thrown into work without proper training.
-Candidates can be difficult at times.
-Lots of administrative work in addition to screening.",3
Career opportunity,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW69098667.htm,4.0,"Sep 15, 2022",Customer Relationship Associate,"Current Employee, less than 1 year","Westlake, TX",Pros,Fidelity gives you a good step if you want to break into the Financial industry by providing you with the tools to get licensed as a broker as well as opportunities after performing in the role.,Cons,Call center type of job,
Good work Culture but less Pay,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW55452780.htm,4.0,"Nov 16, 2021",Customer Relationship Advocate,"Current Employee, less than 1 year",,Pros,"Culture
 Work-life balance
Flexibility
Paid training 
Legal insurance",Cons,"Less pay
Is basically a call center 
No 401 k contribution for 1st year
Company will not help in Student loan assistance if your student loan originated outside of USA and was used for education in the USA
Once you go in they say that you have signed a contract to stay in this role for at least a year. Whereas, nothing was mentioned in the contract. They want you to stay in the role for at least one year, even if you are qualified for other open positions.",1
Great Benefits but Draining,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW68807512.htm,4.0,"Sep 7, 2022",Customer Relationship Advocate,"Former Employee, less than 1 year","Jacksonville, FL",Pros,Great Employee Benefits Continued Learning Friendly and helpful supervisors Opportunity for promotions/specialization,Cons,Taking phone calls all day can be very draining with only 1 or 2 mins in between calls Rude customers can also take it out of you,2
Overall positive experience,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW64637273.htm,5.0,"May 24, 2022",Level 7 Associate,"Current Employee, more than 10 years","Merrimack, NH",Pros,"Great people
Great intentions 
Great benefits",Cons,"Hamster wheel vibes in sales roles
Male dominated industry can be boys club feel at times even when as a company they are trying to shift that culture.",2
They have overhired for the role,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW65136757.htm,3.0,"Jun 6, 2022",Cmr,"Former Employee, more than 1 year","Jacksonville, FL",Pros,Positive culture and additional bonuses,Cons,"The technology is dated, and they have over hired for many roles. There is more appreciation of an interaction that follows their EXACT call flow model than there is for a positive client experience.",2
"Great Company, Great Benefits",https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW67946733.htm,5.0,"Aug 15, 2022",Data Engineer,Current Employee,,Pros,"- great family and retirement benefits - from my experience, support from leadership to find what you like to do - internal career mobility",Cons,"- can be slow to change (depending on your team) - there are limited ""spots"" in a team to get promoted and you have to wait for the performance year-end to be promoted",
Fantastic company to work for!,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW69824254.htm,5.0,"Oct 5, 2022","Vice President, Analytics and Insights",Current Employee,,Pros,Employee friendly Customer focus Strong values and principles Well grounded in facts,Cons,There are none that come to mind,
Great company Great growth,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW69468608.htm,5.0,"Sep 26, 2022",Compliance Analyst,Current Employee,,Pros,"Career opportunities, learning opportunities, 10% profit sharing match, eligible for quarterly bonuses anywhere from 10-20% of your salary",Cons,"Rather low salary, mandatory in office days",1
"Great company, great benefits",https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW68235565.htm,5.0,"Aug 23, 2022",Anonymous Employee,Current Employee,,Pros,"Benefits, culture, people, opportunities, compensation package",Cons,Sometimes internal talent will get stuck,
Great Management,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW67966951.htm,5.0,"Aug 16, 2022",Financial Customer Associate II,"Current Employee, less than 1 year","Merrimack, NH",Pros,"Awesome benefits, opportunities for overtime, great training, friendly culture, lots of perks if you enjoy outdoor activities or working in office. Opportunities for growth.",Cons,Once training is completed there’s not much time to help from the RIGHT managers.,1
Why didn't you refer this plan participant to a nearby Fidelity Investor Center?,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW56834152.htm,4.0,"Dec 17, 2021",Workplace Planning Consultant II,"Former Employee, more than 5 years","Westlake, TX",Pros,"Financial planning tools are effective, if you slip up and actually provide real financial planning to the plan participant. Less than all of the participants are rude and ignorant. You'll always be able to ply your craft because there is always a queue of participants to speak to. The Fidelity RSP 401k match is strong and, coupled with 10 percent profit sharing, makes it very easy to save a lot of money for retirement. So you'll only be poor during your career and not also in a long retirement.",Cons,"Fidelity wants Workplace Planning and Advice and its Workplace Planning Consultants to refer opportunities to the Investor Center. That's the job. Say whatever you need to get the referral and you'll advance in your career. Any personal ethos of Do what's Right will be compromised in WPA. The answer to everything, everything, is refer the opportunity to the Investor Center. Also there is no way that compensation for Fidelity phone roles is materially-higher than any industry average.",1
Plenty of room to grow,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW65722669.htm,5.0,"Jun 19, 2022",Senior Manager Research,Current Employee,,Pros,"Amazing benefits. The company even added extra benefits to support employees through the Covid pandemic. The enterprise is so large that after 22 years, I still have options to learn and grow without boredom.",Cons,Some managers are just not good at their job and it feels like there’s nothing an associate can do about it.,1
Good company with good people,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW62024500.htm,5.0,"Mar 30, 2022",Customer Relationship Advocate,"Current Employee, less than 1 year","Jacksonville, FL",Pros,"The benefits are good, the people are nice, and the company does try hard to take care of the employees. 7% 401k match dollar for dollar and full health care coverage on day one. 25 days of PTO for first year employees.",Cons,"A lot of people working from home so it is hard to get to know your coworkers. A lot of time on the phones, but I would say 95% of the clients are nice. You have to pass your Series 7 & 63 pretty quick, they let go a few coworkers for not passing on the first try.",2
Good experience,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW68489672.htm,5.0,"Aug 29, 2022",Anonymous Employee,"Current Employee, more than 1 year",,Pros,"23 days PTO, everyone wants to get you promoted, 4x10 shifts. Good learning experience. Company with good reputation makes sales roles less salesy and more about helping out clients.",Cons,"Repetitive, new hires work weekends or late night",
Fixed income,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW68503367.htm,3.0,"Aug 30, 2022",Fixed Income Analyst,"Current Employee, more than 3 years","Jacksonville, FL",Pros,retirement contributions is a nice benefit,Cons,care about new hires more then tenured employees for raises. New managers are hit or miss with being power hungry and micro managing you. Been here 3 years and have had 8 different managers,
Company review,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW69339286.htm,4.0,"Sep 22, 2022",Anonymous Employee,Current Employee,,Pros,"-great work/life balance
-good company culture 
-everyone is passionate in what they work on and what they contribute
-great programs/clubs to join and network",Cons,"- no cons that I can think of rn 
-maybe salary level",
Fidelity,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW69994547.htm,4.0,"Oct 10, 2022",VP-Financial Consultant,Current Employee,,Pros,Healthy benefits and pay profit sharing,Cons,Management will micromanage and push,2
Loveit,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW69560386.htm,5.0,"Sep 28, 2022",Director,"Current Employee, more than 5 years","New York, NY",Pros,"Great company, benefits, team culture",Cons,Not much remote work. Which causes alot of travel,1
Wonderful Company--Not a great manager,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW58203737.htm,3.0,"Jan 19, 2022",Retirement Benefits Representative,"Former Employee, more than 1 year","Covington, KY",Pros,"The company as a whole was great. Lots of people to support you, resources, benefits were second to none, and great managers",Cons,"I was excelling in this company, however the last month or so of 2021 I was struggling and making bad decisions. Instead of any sort of follow up or proactive reach out to me with warning, I was immediately fired with no questions. I loved this company and I loved my job, and I was good at it. I hate that one month cost me my entire career, and my manager did not try to reach out at all.",4
Job fell short of what it was advertised as,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW62556517.htm,2.0,"Apr 10, 2022",Customer Service Representative (CSR),"Former Employee, less than 1 year",,Pros,They spare no expense in getting you set up with at home equipment and IT assistance,Cons,"The training timeline allowed for no, and I mean no, delay. That could be questions over materials or a overall company required training (2 hours) and when I took that, I was reprimanded that I was 'milking company time' since i wasn't in the training material. After I left, others had shared similar experiences and they changed the required company HR trainings to 1 hour max.",1
Great company!,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW67538355.htm,5.0,"Aug 4, 2022",Stock Plan Associate,"Current Employee, more than 1 year","Westlake, TX",Pros,"Amazing benefits, plenty of PTO/sick time, tuition reimbursement, student loan payments, etc. Lots of career mobility; you can move around quickly and pretty freely. Decent pay with the opportunity for many bonuses through the year. Great training with the opportunity to earn you Series 7/63 licenses.",Cons,"Licensing can be difficult, but manageable if you’re willing to put the work in.",
Great Place To Work So Far,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW68021564.htm,5.0,"Aug 17, 2022",Investment Solutions Representative,"Current Employee, less than 1 year","Concord, NC",Pros,Working fully remote from home as an Investment Solutions Representative. Enjoy the no work commute which means more time to spend with my family. Great benefits.,Cons,None that I can think of at this time.,
One of the best place to work for,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW69650939.htm,4.0,"Sep 30, 2022",Financial Analyst,"Current Employee, more than 1 year","Westlake, TX",Pros,"Great Work Culture! 
Great benefits! 
Amazing 401k match 
Lot of time-offs",Cons,Not as much base pay as compared to other companies,
20+ years at this great company!,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW57796751.htm,5.0,"Jan 12, 2022",Senior Executive Secretary,"Current Employee, more than 10 years","Merrimack, NH",Pros,"Fidelity has it all: flexibility, great benefits, diversity & inclusion, remote working options and good pay. We have a leader that cares about her (female owned, private company!) employees as well as the bottom line. During COVID, we were one of the first companies to go fully remote in order to keep everyone safe and healthy. I cannot say enough good things about Fidelity, and my tenure at the firm proves that!",Cons,"Some of the most improved benefits are for millennials. Not as many 'special' benefits for the 35+ age group. Raises are cost of labor not cost of living. Yes, there's a difference.",8
Good benefits,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW64512882.htm,4.0,"May 22, 2022",Relationship Manager,"Former Employee, more than 8 years",,Pros,"Good 401k profit sharing contribution as well as matching. Few health insurance choices unless you work in a state with a big call center. I worked in a car investor center. Hourly workers contribute less to their health insurance than higher paid employees. Also an account 
Where company contributes cash you can access as a retiree for medical expenses. I took the early retirement incentive and left",Cons,Sometimes shifts from focussing on their goal of helping our clients become better investors toward helping the company increase AUM to get a bonus ad/for so my friends do t get laid off.,
Fidelity,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW69639395.htm,5.0,"Sep 30, 2022",VP Finance,"Former Employee, more than 8 years","Boston, MA",Pros,"Compensation, potential long term advancement",Cons,"Tough to make it to the top, lack of work-life balance, no company loyalty",
Great entry into finance,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW68061546.htm,5.0,"Aug 18, 2022",Customer Relationship Advocate,Current Employee,,Pros,"The leadership is very supportive, great benefits, they help you get licensed and encourage career growth and advancing to other roles.",Cons,It’s a phone based job (I prefer face to face interactions). There are opportunities to apply for branch jobs though if phones aren’t your thing either.,
Base comp is not cutting it,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW67189667.htm,4.0,"Jul 26, 2022",Director,Current Employee,,Pros,Fidelity provides a Good work life balance,Cons,"Base salary is significantly lower than industry standards, especially now",
Training,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW68898773.htm,5.0,"Sep 9, 2022",Customer Relations Advocate,"Current Employee, less than 1 year",,Pros,Fidelity has a great training program to help you pass your required exams to get into the industry and team leaders want to help you advance in your career.,Cons,Pay could be better but its entry level,
Service and Excellence,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW68757493.htm,5.0,"Sep 6, 2022",Client Relations Advocate,"Former Employee, less than 1 year","Denver, CO",Pros,Great work enviornment and company culture. Honestly the best job I've ever had.,Cons,Limitations to distance of remote work from regional center.,1
Great benefits & supportive employer,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW67186112.htm,5.0,"Jul 26, 2022",Anonymous Employee,Current Employee,,Pros,"I love working for this company:

Great colleagues 
Competitive benefits 
Company supports internal mobility 
Mentorship programs & vested interest in employees",Cons,"As with any role & company, work load can be intense at times but also comes down to each associates time management skills",
Felt Like I Was On A Treadmill,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW51625363.htm,2.0,"Aug 25, 2021",Financial Customer Associate,"Former Employee, more than 3 years","Westlake, TX",Pros,Benefits were above average and communication was usually clear.,Cons,"Most days were spent working overtime just to stay on top of things and overtime was always expected/asked. Working six days a week of at least 9-10 hours a day was the norm. Constantly felt understaffed and most days felt like drowning. Help by management was always promised on the horizon, but after being told that for two years, it was clear nothing was being done. Requesting time off around the Holidays like Christmas was done by a lottery system and, because of that, I missed Christmas with my family for three straight years. I have friends working at Charles Schwab and TD and they have shared their experience was nothing like that.",3
Great company!!,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW68036080.htm,5.0,"Aug 17, 2022",High Net Worth Associate,"Current Employee, more than 1 year","Denver, CO",Pros,-Benefits are fantastic -Tons of help available from colleagues and leaders -New and updated office -Paid very well given the work you do,Cons,"-Most advancement is through more phone roles or going into the very competitive leadership space -While pay is good, it sometimes seems easier to get paid better elsewhere",
Forever grateful,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW69005369.htm,5.0,"Sep 13, 2022",Financial Representative,"Former Employee, more than 10 years",,Pros,They helped me raise my kids and give them a great future. Excellent benefits. Never skip employer match!,Cons,Top down culture. Not easy to share true unfiltered feelings.,
Good starting point,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW69026136.htm,4.0,"Sep 13, 2022",Customer Service Representative (CSR),"Current Employee, more than 1 year",,Pros,Great support and care about their employees,Cons,Low compensation when starting out. To benefit from their benefits you need to accept low salary and very entry level work for a few years,
Fidelity,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW69549107.htm,4.0,"Sep 28, 2022",Wealth Management Service Representative,"Current Employee, more than 1 year","Charlotte, NC",Pros,"Benefits, work life balance, work from home",Cons,Pay is lower than other firms Rich in benefits but cheap in salary potential Metric focused - pushed hard,
Call Center work,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW65878157.htm,2.0,"Jun 22, 2022",Customer Service Associate,"Current Employee, more than 1 year",,Pros,"Decent pay, ability to work from home.",Cons,"Still a call center job at it's core with unrealistic measurements for associate performance. Bonus pay also unfairly measured. Management is only in contact with you for reconstructive criticism and not usually available for customers that request to speak to a manager, for that you are on your own as an associate, and that usually affects the customer feedback that affects your bonus. Overall just another call center job.",2
Lots of bureaucracy and need to be willing to brown-nose to get ahead,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW63746066.htm,3.0,"May 6, 2022",Director of Finance,"Former Employee, more than 10 years","Smithfield, RI",Pros,"Good pay & benefits
Stable company
Does provide a valuable service",Cons,"Very bureaucratic - lots of layers
Hard to get noticed and job roles/responsibilities are often ambiguous
Leadership is not a strength - people so busy trying to step over people to get ahead that they forget to provide oversight and direction",1
"Strong Community, Weak Pay",https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW64382646.htm,3.0,"May 19, 2022",Associate Analyst,"Former Employee, more than 5 years","Westlake, TX",Pros,"- Strong community
-Good job security
- They hire from within before outside, and there are always opportunities to move laterally. Which is encouraged every 3-5 years or so. 
- Many employee resource groups and support programs. 
- lots of networking opportunities. 
- If you want to gain a certain skill or a certain license, management is usually pretty good at finding a way to let you grow skills, even if that means you will leave your current team. Again, they are big on lateral moves.
- A much more relaxed environment compared to other high-stress brokerage firms.",Cons,"- Depending on your position you can be working very long hours. ( Ie Tax season or ""giving season"" will have you working 8 am-8 pm)
- The pay is lower compared to other brokerage firms. 
- Pay is dependent on seniority, not ability. It's incredibly frustrating to be a top performer in a team, but know you make significantly less than a senior team member, who does not perform well. ( you will get raises but you won't be lifted up to the pay level of a person who has been there for 20 years and has grown complacent) The best way to get raises quickly is through lateral movement and negoation. 
- It is very difficult to get a management position, simply because the company is so big, there is always a large pool of applicants to compete against. 
- Many times when people leave, instead of hiring a new person, they pile that job on an existing team member, but will not raise that team member's pay. Just the expectations. 
- The quality of your manager makes a big difference in your experience. Sadly good managers get promoted and move on to better things, and then a novice is sent to replace them. Great for the managers, bad for the senior team members.",
"Great for entry level, not if you have actual experience",https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW47970365.htm,2.0,"Jun 6, 2021",Financial Consultant,"Former Employee, more than 1 year","Los Angeles, CA",Pros,If you’re getting into the industry and can’t find anyone to hire you this is a great place to start. They at least offer benefits and a salary. The sales training is good and you’ll be exposed to HNW and UHNW clients to take with you when you leave in 2-3 years.,Cons,"Constant micromanagement around numbers. Calls, appointments, plans, sales pitches, etc.  They say that you are running your own practice but watch every move you make and tell you how to interact with customers.  When I tell other actual advisors what Fidelity does they think it’s criminal, they’re selling cheeseburgers and calling it steak. They want to be the largest RIA in the country but this isn’t it.  The investment management arm of the company (Strategic Advisors) is the RIA. This job is trying to use their watered down planning software to convince customers to buy managed products.  FCs are encouraged (read: compensated) to send the relationship to strategic advisors when it’s closed. This is nothing like a real RIA, trust me I’ve worked at two boutiques. Look no further than the WAS program, where FCs refer clients to actual financial advisors and boutiques. The longest tenured FC in my office was about 3-4 years. Some advice for job seekers, this should be your last option, try to get on with a real RIA first.",1
Decent,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW69204908.htm,4.0,"Sep 19, 2022",AML Analyst,"Former Employee, more than 5 years","Westlake, TX",Pros,"Great benefits, decent pay, work/life balance",Cons,"Too much emphasis on hiring managers with soft skills, not enough emphasis on hiring management/leadership with actual experience in the department they're managing.",
Stuck on Java,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW61708876.htm,4.0,"Mar 24, 2022",Software Engineer,"Current Employee, more than 1 year","Durham, NC",Pros,"* More than enough PTO (23 days + 5 days covid/family relief time)
* Deadlines are reasonable for epics and sprints, low stress to get work done on time
* Pay is pretty good for RDU metro area",Cons,"* Stuck on Java as the primary language. Reasoning for that is legacy code integrates more easily, and they know they can hire for Java. But recent graduates like myself probably don't like using it as much as Python, Go, etc.
* Slow to lay out concrete details for return to office",1
Good place to start,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW68362019.htm,4.0,"Aug 25, 2022",Stock Plan Consultant,"Current Employee, more than 1 year","Salt Lake City, UT",Pros,It’s a healthy work life balance culture and a great place to get a start in the industry,Cons,You can get an increase in pay and job quickly but you do hit a ceiling at a certain point,
"Great job, potential burn out",https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW68085633.htm,5.0,"Aug 18, 2022",Workplace Planning Consultant I,"Current Employee, more than 1 year","Merrimack, NH",Pros,"Great training, benefits, and overall support",Cons,"Metrics based doesn't work for everyone - if you can hit your goals you'll get promoted, but if you can't meet your goals you might get burnt out",
Call Center,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW68538549.htm,4.0,"Aug 30, 2022",Customer Service Representative,"Former Employee, less than 1 year",,Pros,Great support amongst higher-ups Many opportunities with enough networking and effort,Cons,"No cons, the job was simply not for me",
It’s all about the metrics,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW60710613.htm,3.0,"Mar 6, 2022",Workplace Planning Consultant,"Current Employee, less than 1 year",,Pros,"Nice people, good training, good benefits",Cons,"No matter how much they romanticize making a connection with clients, what truly matters in this role always comes back to metrics. If they can’t measure it, it doesn’t count, and you’re only as good as your metrics say. It’s relentless and offers little autonomy and a ton of scrutiny and micromanagement. If that’s not your thing, this isn’t your place.",7
Very stressful,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW66094497.htm,2.0,"Jun 29, 2022",Call Center Representative,"Former Employee, less than 1 year","Nashua, NH",Pros,They train you Health insurance starts day one,Cons,The management hovers over you Micromanaged to the point they might as well take the call themselves Cared more about numbers of call than the quality of the call They time your lunch break and bathroom breaks to the minute and ‘ding’ you if you are a minute off the phones Staff are nervous to even go to the bathroom when needed!,3
WPC,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW63144354.htm,3.0,"Apr 22, 2022",Workplace Planning Consultant I,"Current Employee, more than 1 year","Boston, MA",Pros,"- Decent pay
- Good benefits (very long vesting schedule for some)
- Pay for training/licensing, although Fidelity does have a big problem of reps leaving after being paid to obtain the licenses
- They are currently promoting reps very quickly through the WPA department",Cons,"- Taking phone calls all day long (the majority I had would message you within 5 minutes of not being on the phone, but that could help obviously vary with locations/managers)

- Very high turnover. My team had 5 different managers within 6 months. Reps also leave very quickly to get off the phones. The company really has a plan in place to make their reps stay in the call center as long as possible. Bonus payments are structured to make you feel like it is just close enough to stay for a little while longer. Also a year requirement of work after you obtain your licenses before you can move to a branch role (which are very competitive, and typically are outside hires anyways)

- Extremely sales oriented, but a lot of the clients think we are service. Be prepared for awkward calls where you and the client have completely separate agendas. Instead of servicing the clients need and moving on to help the next, the company would rather you run them through their retirement tools. These tools can be beneficial in some instances, but they are extremely general and many of these clients have recognized that they don’t help much. Seems the department is only here to promote these tools. Only goal on every single call is to take the clients need, acknowledge it while basically ignoring it, run them through the retirement tools so we can gather outside assets, and then set an appointment with a branch so they can move those to Fidelity.

I understand there are plenty of roles similar to this, the only difference is that a lot of the hiring managers at Fidelity do not warn you of this. Multiple reps on my team and I had this same experience.

Overall, this role and the constant phone calls will exhaust you. I would recommend looking elsewhere first if your goal is to get into financial advising. If necessary, this can be a decent role in the short-term.",4
Awesome company!!,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW55821031.htm,5.0,"Nov 24, 2021",Financial Associate II,"Current Employee, less than 1 year",,Pros,"I’ve been here for almost a year and waited until I had “seen it all” to post a review. Fidelity really cares for their employees, what they say is VERY true. We get bonuses on top of bonuses just by working and doing what we’re supposed to be doing. Amazing PTOs about 23 days for all associates that have been here for less than 2 years. Amazing health, dental, vision etc etc the standard basic benefits but what really got me was how much they invest in you as an associate. I’m truly blessed to work for such a great organization!",Cons,"Micromanaging can be a problem however, as to be expected if you are on a phone role. May feel like you are “stuck” and stagnant at a role but in the mean time I am seeing lots of employment opportunities to move around. It may take a bit longer for you to move around and the pay may be below average for the same job elsewhere but the benefits package are for sure to be top notch all around.",
As advertised,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW65025706.htm,4.0,"Jun 2, 2022",Customer Realtions Associate,"Former Employee, less than 1 year",,Pros,"good management, PTO and benefits available right when you start. Work culture is good and most clients on the phone are easy to handle. If you already have a finance background this is a easy step into the field and can net you a life long job within the company.",Cons,Expect to be tested on Series 7/63 within 3 months of starting role. This isn't a permanent position until you pass these exams and failure means losing your job.,2
"Amazing Company, Pay Tradeoff",https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW64664277.htm,5.0,"May 25, 2022",Customer Relationship Advocate,"Current Employee, more than 1 year","Salt Lake City, UT",Pros,"Fidelity has amazing benefits, is seriously one of the best companies to work for in terms of work/life balance. You manager actually push you to move up in the company and want you to succeed.",Cons,"You trade extra PTO and an amazing company culture for a little less pay than the rest of the industry and the sales roles don't really have commission. 
If all you care about is money maybe not the right place, but if you want somewhere you can grow and enjoy your life APPLY!",
"Fast paced, great career experience but watch for management issues",https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW57044426.htm,2.0,"Dec 23, 2021",Investment Consultant,"Current Employee, more than 1 year","San Francisco, CA",Pros,"Holistic Retirement and Investment Planning and Guidance, access to specialists, industry leader in tech utilization. You will get top notch experience here. Incredibly high level efficiency. Other advisors and specialists are overall great people with team-oriented mentality.",Cons,"Pay, high stress level, work hours can easily spill into the evening, very high level of expectation including weekly meetings, planning interactions and proposals (more than double most other places). Management may also make assurances and not follow through or even backtrack. Without other specifics, HR and Management were competent overall but among the worst I've ever worked with and I will not say why here. If the company allows or endorses this management type I would stay clear.",1
